"word" "definition"
"크다" "사람이나 사물의 외형적 길이, 넓이, 높이, 부피 따위가 보통 정도를 넘다."
"크다" "신, 옷 따위가 맞아야 할 치수 이상으로 되어 있다."
"크다" "일의 규모, 범위, 정도, 힘 따위가 대단하거나 강하다."
"크다" "사람의 됨됨이가 뛰어나고 훌륭하다."
"크다" "소리가 귀에 거슬릴 정도로 강하다."
"크다" "돈의 액수나 단위가 높다."
"크다" "몸이나 마음으로 느끼는 어떤 일의 영향, 충격 따위가 보통 정도를 넘다."
"크다" "생각의 범위나 도량이 넓다."
"크다" "겁이 없고 용감하다."
"크다" "가능성 따위가 많다."
"크다" "((‘크게는’ 꼴로 쓰여))‘범위를 넓힌다면’의 뜻으로 이르는 말."
"크다" "((‘크게’ 꼴로 쓰여))‘대강’, ‘대충’의 뜻을 나타내는 말."
"크다" "((주로 ‘큰’ 꼴로 쓰여))‘중요하다’, ‘의의가 있다’의 뜻을 나타내는 말."
"크다" "‘뛰어나다’, ‘훌륭하다’의 뜻을 나타내는 말."
"크다" "동식물이 몸의 길이가 자라다."
"크다" "사람이 자라서 어른이 되다."
"크다" "수준이나 지위 따위가 높은 상태가 되다."
