"word" "definition"
"석사" "예전에, 벼슬이 없는 선비를 높여 이르던 말."
"석사" "『교육』대학원의 석사 과정을 마치고 규정된 절차를 밟은 사람에게 수여하는 학위. 또는 그 학위를 딴 사람. 대학원 위원회가 실시하는 외국어 시험과 종합 시험에 합격한 다음, 석사 학위 논문 심사를 통과해야 학위를 준다."
