"word" "definition"
"심경-석의" "중국 송나라의 진서산(眞西山)이 ≪심경≫을 풀이한 책. 퇴계 이황이 ≪심경≫을 강의할 때 그의 문인 이덕홍, 이함형 등이 받아 적은 것을 숙종 때, 송시열, 박세채 등이 교정하여 간행하였다. 4권 1책의 인본(印本)."
