"word" "definition"
"후기^모더니즘" "모더니즘이 확립하여 놓은 도그마, 원리, 형식 따위에 대한 거부 및 반작용(反作用)으로 일어난 예술 경향. 특히 1960년 전후의 미국ㆍ프랑스 소설의 실험적 작풍이나, 구조주의 이후의 전위적 비평을 이른다. 대표자로는 바스(Barth, J.), 호크스(Hawkes, J.), 베케트, 뷔토르(Butor, M.), 로브그리예(Robbe-Grillet, A.) 등이 있다. ≒포스트모더니즘."
