"word" "definition"
"렘브란트" "네덜란드의 화가(1606~1669). 화려한 붓놀림과 풍부한 색채의 구사, 절묘한 명암의 배합, 인물의 내면 묘사에 뛰어났으며 초상화, 종교화, 풍경화 따위에 많은 걸작을 남겼다. 작품에 , ,  따위가 있다."
