"word" "definition"
"나-오다" "안에서 밖으로 오다."
"나-오다" "【…에서】속에서 바깥으로 솟아나다."
"나-오다" "일정한 목적으로 어떠한 곳에 오다."
"나-오다" "책, 신문 따위에 글, 그림 따위가 실리다."
"나-오다" "어떠한 분야에 투신하다."
"나-오다" "새 상품이 시장에 나타나다."
"나-오다" "소속된 단체나 직장 따위에 일하러 오다."
"나-오다" "어떠한 곳에 모습이 나타나다."
"나-오다" "액체나 기체 따위가 밖으로 흐르다."
"나-오다" "어떠한 물건이 발견되다."
"나-오다" "상품이나 인물 따위가 산출되다."
"나-오다" "어떠한 근원에서 발생하다."
"나-오다" "어떤 곳을 벗어나다."
"나-오다" "소속된 단체나 직장 따위에서 물러나다."
"나-오다" "((‘…으로’나 ‘-게’ 대신에 ‘…대로’, ‘-고’ 따위의 부사어가 쓰이기도 한다))"
"나-오다" "어떠한 태도를 취하여 겉으로 드러내다."
"나-오다" "처리나 결과로 이루어지거나 생기다."
"나-오다" "받을 돈 따위가 주어지거나 세금 따위가 물려지다."
"나-오다" "어떤 일을 알리거나 요구ㆍ명령하는 서류가 전해지다."
"나-오다" "음식 따위가 차려지다."
"나-오다" "목적한 곳이 눈에 띄게 되다."
"나-오다" "무엇을 살 만한 돈이 되다."
"나-오다" "방송을 듣거나 볼 수 있다."
"나-오다" "앞으로 내밀어지다."
"나-오다" "감정 표현이나 생리 작용 따위가 나타나다."
"나-오다" "교육 기관의 일정한 과정을 끝내고 졸업하다."
"나-오다" "어떠한 목적으로 오다."
