"word" "definition"
"신-인도주의" "20세기 초에 루소와 같은 자연 복귀의 낭만주의를 배격하며, 인간만이 가지는 이성, 도덕성, 규율, 억제 따위의 가치와 전통적 권위, 그리고 고전적 정신을 강조하는 새로운 경향의 인도주의. 미국의 배빗(Babbitt, I.), 모어(More, P. E.) 등이 주장하였으며 엘리엇(Eliot, T. S.)에게도 영향을 끼쳤다."
