"word" "definition"
"깃닻벌레" "요각류의 하나. 몸의 길이는 10cm 정도이다. 밖에 나온 원통 모양의 몸통은 두껍고 튼튼한 겉가죽으로 덮여 있으며, 몸 뒤 끝에는 꽃송이 모양의 돌기와 몸의 길이의 몇 배나 되는 실 모양의 알상자가 있다. 몸 앞 끝을 물고기와 고래의 겉껍질 속에 박고 기생한다."
