"word" "definition"
"슈베르트" "오스트리아의 작곡가(1797~1828). 초기 독일 낭만파의 대표적 작곡가의 한 사람이며 근대 독일 가곡의 창시자로, 600여 곡의 독일 가곡과 실내악곡, 교향곡 따위를 남겼다. 작품에 , ,  따위가 있다."
