"word" "definition"
"모음" "성대의 진동을 받은 소리가 목, 입, 코를 거쳐 나오면서, 그 통로가 좁아지거나 완전히 막히거나 하는 따위의 장애를 받지 않고 나는 소리. ‘ㅏ’, ‘ㅑ’, ‘ㅓ’, ‘ㅕ’, ‘ㅗ’, ‘ㅛ’, ‘ㅜ’, ‘ㅠ’, ‘ㅡ’, ‘ㅣ’ 따위가 있다. ≒모운01(母韻)ㆍ홀소리01."
