"word" "definition"
"문장^부사" "문장 전체를 꾸미는 부사. 화자(話者)의 태도를 나타내는 양태 부사와 단어와 단어, 문장과 문장을 이어 주는 접속 부사로 나눈다. ‘과연’, ‘설마’, ‘제발’, ‘정말’, ‘결코’, ‘모름지기’, ‘응당’, ‘어찌’, ‘아마’, ‘정녕’, ‘아무쪼록’, ‘하물며’, ‘그리고’, ‘그러나’, ‘그러므로’, ‘즉’, ‘곧’, ‘및’, ‘혹은’, ‘또는’ 따위가 있다."
