"word" "definition"
"나쓰메 소세키" "일본 소설가ㆍ영문학자(1867~1916). 당시의 자연주의 경향에서 벗어나 근대 소설의 형체(形體)를 확립한 메이지(明治) 시대의 대표적인 작가이다. 작품에 , ,  따위가 있다. "
