"word" "definition"
"생텍쥐페리" "프랑스의 소설가ㆍ비행사(1900~1944). 자신의 체험을 토대로 항공 소설을 개척하여, 위험을 무릅쓰고 행동하는 인간의 아름다움과 고귀함을 그렸다. 작품에 , ,  따위가 있다. "
