"word" "definition"
"랑" "오스트리아 태생의 미국 영화감독(1890~1976). 현대 스릴러 영화의 기초를 확립한 거장으로 1920년대에 ,  따위의 스릴러 명작을 발표하여 유명하였으나, 나치스에게 쫓겨 1934년에 미국으로 건너가 , ,  따위의 문제작을 발표하였다."
