"word" "definition"
"십위" "조선 태조 원년(1392)에 둔 군대의 편제. 의흥친군위(義興親軍衛)에 속한 좌위(左衛), 우위(右衛), 응양위(應揚衛), 금오위(金吾衛), 좌우위(左右衛), 신호위(神虎衛), 흥위위(興威衛), 비순위(備巡衛), 천우위(天牛衛), 감문위(監門衛)가 있는데 태조 4년(1395)에 십사(十司)로 개편하였다."
