"word" "definition"
"마테를링크" "벨기에의 극작가ㆍ시인(1862~1949). 상징파 시인으로 죽음과 운명을 주제로 하는 글을 발표하여 1911년에 노벨 문학상을 받았으며, 작품에 ,  따위가 있다. "
