"word" "definition"
"통판" "온갖 일을 판정함."
"통판" "『역사』고려 시대에, 대도호부에 속한 판관."
"통판" "『역사』중국에서, 조정의 신하 가운데 군(郡)에 나아가 정치를 감독하던 벼슬아치. 송나라 때 비롯하였으며 명나라와 청나라 때에도 있었다."
