"word" "definition"
"후최면^현상" "최면에서 깨어난 후까지도 최면의 효과가 남아 있어서 일어나는 여러 가지 심리 현상. 후최면 건망, 후최면 암시, 후최면 작업, 후최면 환각 따위가 있다."
