"word" "definition"
"위기-십결" "바둑을 두는 데 꼭 명심해야 할 열 가지 비결. 욕심내지 말 것, 상대의 경계에 들어갈 때에는 기세를 누그릴 것, 공격하기 전에 자기의 결함을 살필 것, 버릴 것은 버리고 선수를 잡을 것, 작은 것은 버리고 큰 것을 노릴 것, 달아나도 잡힐 것은 버릴 것, 함부로 움직이지 말 것, 완급을 보아서 응수할 것, 상대가 강하면 수비에 힘쓸 것, 고립되었을 때에는 화평책을 쓸 것 등이다."
