"word" "definition"
"뒤마" "프랑스의 작가(1824~1895). 뒤마의 아들로 소(小)뒤마라고도 한다. 부인과 어린이의 바른 권리를 주장하고 남성과 금력(金力)의 횡포를 경계하는 작품을 썼다. 작품에 , , ,  따위가 있다."
