"word" "definition"
"톨스토이" "제정 러시아의 작가ㆍ사상가(1828~1910). 귀족 출신이었으나 유한(有閑) 사회의 생활을 부정하였으며, 구도적(求道的) 내면세계를 보여 주었다. 작품에 , , ,  따위가 있다."
