"word" "definition"
"다직-하다" "((주로 ‘다직하면’, ‘다직해서’, ‘다직해야’ 꼴로 쓰여))"
"다직-하다" "기껏 한다고 하면, 기껏 많게 잡아서, 기껏 많다고 하여야의 뜻으로 쓰는 말. "
