"word" "definition"
"오-상순" "시인(1894~1963). 호는 선운(禪雲)ㆍ공초(空超). 의 동인으로 문단에 나와 운명에 대한 순응, 동양적 허무 따위를 노래하였다. 작품에 , , ,  따위가 있다."
