"word" "definition"
"집" "사람이나 동물이 추위, 더위, 비바람 따위를 막고 그 속에 들어 살기 위하여 지은 건물. ≒사옥04(舍屋)."
"집" "((수량을 나타내는 말 뒤에 쓰여))사람이나 동물이 살기 위하여 지은 건물의 수효를 세는 단위."
"집" "가정을 이루고 생활하는 집안."
"집" "칼, 벼루, 총 따위를 끼거나 담아 둘 수 있게 만든 것."
"집" "『운동』화투나 마작 따위의 놀이에서 어느 한편을 이르는 말."
"집" "『운동』바둑에서, 자기 돌로 에워싸 상대편 돌이 들어올 수 없게 한, 바둑판의 빈 자리."
"집" "『운동』((수량을 나타내는 말 뒤에 쓰여))바둑에서, 자기 돌로 에워싸 상대편 돌이 들어올 수 없게 한 빈 자리를 세는 단위."
"집" "((‘우리 집에서’, ‘집에서’ 꼴로 쓰여))=집사람「1」."
"집" "((일부 명사 뒤에 붙어))물건을 팔거나 영업을 하는 가게를 나타내는 말."
"집" "((일부 명사 뒤에 붙어))‘택호’를 나타내는 말."
"집" "『북한어』원생동물 따위의 하등 동물의 몸을 이르는 말."
