"word" "definition"
"중요^무형^문화재" "문화재 보호법에 따라 국가가 문화재 위원회의 자문(諮問)을 거쳐서 중요한 가치가 있는 것으로 판단하여 보호 대상으로 하는 문화재. 연극, 무용, 음악, 공예 기술 따위에서 지정한다."
