"word" "definition"
"콜레트" "프랑스의 소설가(1873~1954). 자유분방한 상상력을 구사하여, 미묘한 남녀의 애욕을 묘사하는 심리 소설로 유명하다. 동식물에 대한 남다른 애정과 감성 또한 독특하다. 작품에 , , ,  따위가 있다."
