"word" "definition"
"원거리^통신망" "도시와 도시, 국가와 국가 등과 같이 지리적으로 떨어져 있는 곳에 분산 배치 된 컴퓨터를 비롯한 각종 정보 통신 기기를 통신 회선으로 연결하여 정보를 교환하는 정보 통신망."
