"word" "definition"
"장구-애비" "장구애빗과의 곤충. 몸의 길이는 30~38mm 정도이며, 검은 갈색이다. 앞다리는 낫 모양이고 앞가슴등의 앞쪽과 뒤쪽이 깊이 패어 들어가 굽었다. 발목마디는 모두 1마디인데 배 끝에 한 쌍의 긴 호흡 기관이 있다. 한국, 일본, 대만, 중국, 인도, 자바 등지에 분포한다. (Laccotrephes japonensis) "
