"word" "definition"
"행동부사" "부사의 한 갈래. 주로 동사와 결합하면서 동사로 표현된 행동의 상태를 나타내는 부사로 행동 방식을 나타내는 ‘깊이, 힘껏, 꾸준히’ 따위와, 행동의 방향ㆍ장소ㆍ시간을 나타내는 ‘멀리, 가까이, 집집이, 이미, 방금’ 따위와, 행동의 특징에 대한 지시를 나타내는 ‘이리, 그리, 이다지, 이만저만’ 따위와, 행동의 특징에 대한 의문을 나타내는 ‘왜, 어찌, 어이’ 따위가 있다."
