"word" "definition"
"사법" "『문학』기, 승, 전, 결의 한시(漢詩) 작법."
"사법" "『불교』법보(法寶)를 나눈 네 가지 법. 교법(敎法), 이법(理法), 행법(行法), 과법(果法)이다."
