"word" "definition"
"신곡" "이탈리아의 시인 단테가 지은 서사시. 단테 자신이 작중 인물로 등장하여, 신의 은총으로 지옥의 심연에서부터 연옥과 천국까지 두루 편력하는, 영혼의 정화(淨化)를 그렸다. , , 의 3부로 되어 있으며, 1304년경부터 집필을 시작하여 1321년에 완성하였다."
