"word" "definition"
"리콜" "『경제』=리콜제「1」. ‘결함 보상’, ‘결함 보상제’로 순화."
"리콜" "『운동』요트 경기에서, 출발 신호보다 먼저 나간 요트를 불러들이는 일."
