"word" "definition"
"한-무숙" "소설가(1918~1993). 호는 향정(香庭). 1942년 ≪신시대≫의 장편 소설 모집에 이 당선되어 등단하였다. 자신이 겪은 생활을 토대로 하여 역사 속의 인물, 문물 따위를 형상화하였다. 작품에 소설 , , 소설집 ≪월운≫, ≪빛의 계단≫ 따위가 있다. "
