"word" "definition"
"수식-하다" "겉모양을 꾸미다."
"수식-하다" "문장의 표현을 화려하게, 또는 기교 있게 꾸미다."
"수식-하다" "『언어』문장에서, 체언과 용언에 말을 덧붙여 뜻을 더욱 분명하게 하다."
