"word" "definition"
"문헌-수록" "조선 시대에, 여러 제도를 인증(引證)하고 그 중요 사항을 실은 책. 부세(賦稅), 양전(量田), 정전(井田), 조적(糶糴), 진법(賑法), 군제(軍制), 관염(官鹽), 관방(關防), 수리(水利), 윤선(輪船), 재용(財用), 전폐(錢幣) 따위로 나누어 관련 내용을 발췌하여 수록하였다. 1책의 사본(寫本)."
