"word" "definition"
"최-정희" "소설가(1912~1990). 호는 담인(淡人). 초기에는 주로 개인의 문제를 고백적인 수법으로 그리다가 차츰 객관적 리얼리즘과 민족적 역사의식에 바탕을 둔 작품을 발표하였다. 작품에 , , ,  따위가 있다."
