"word" "definition"
"새끼-노루귀" "미나리아재빗과의 여러해살이풀. 노루귀와 비슷하나 조금 작다. 높이는 3.5~7cm이며, 잎은 표면에 흰색 무늬가 있고 심장 모양이다. 꽃은 잎이 나기 전에 흰색으로 피고 열매는 수과(瘦果)로 긴 달걀 모양이다. 우리나라 특산종으로 전남의 거문도ㆍ진도ㆍ보길도, 제주 등지에 분포한다. (Hepatica insularis)"
