"word" "definition"
"오대-십국" "중국에서 당나라가 멸망한 뒤부터 송나라가 통일할 때까지 흥망한 왕조. 또는 그 시대. 중원(中原)을 중심으로 후량(後梁), 후당(後唐), 후진(後晉), 후한(後漢), 후주(後周)의 다섯 왕조와 중원 이외 지방의 전촉(前蜀), 오(吳), 남한(南漢), 형남(荊南), 오월(吳越), 초(楚), 민(閩), 남당(南唐), 후촉(後蜀), 북한(北漢)의 열 나라를 이른다. ≒십국."
