"word" "definition"
"이문" "가야의 악사(?~?). 우륵의 제자로, 진흥왕 12년(551) 우륵과 낭성(娘城)에 머물다가 진흥왕에게 발탁되어 하림궁(河臨宮)에서 새로운 곡을 지어 연주하였다. 작품에 , ,  따위가 있다."
