"word" "definition"
"첨사" "고려 시대에, 동궁(東宮)에 속한 정삼품 벼슬."
"첨사" "조선 후기ㆍ대한 제국 때에, 왕태자궁ㆍ왕태자시강원ㆍ황태자시강원에 둔 칙임관."
