"word" "definition"
"한-하운" "시인(1919~1975). 본명은 태영(泰永). 나병이 재발하자 방랑 생활을 하면서 시작 활동을 하였다. 작품에 시 , , 자서전 ≪나의 슬픈 반생기≫가 있다."
