"word" "definition"
"십육진-법" "16을 기수(基數)로 쓰는 실수의 기수법(記數法). 숫자 0, 1, 2, 3, 4, 5, 6, 7, 8, 9와 A, B, C, D, E, F를 이용하여 16배마다 윗자리로 올려 가는 표시법이다. 전자계산기의 내부 표현 방식으로 도입하였다."
