"word" "definition"
"쓰다" "어떤 일을 하는 데에 재료나 도구, 수단을 이용하다."
"쓰다" "사람에게 일정한 돈을 주고 어떤 일을 하도록 부리다."
"쓰다" "【…을 …으로】사람을 어떤 일정한 직위나 자리에 임명하여 일을 하게 하다."
"쓰다" "((흔히, ‘한턱’, ‘턱’ 따위와 함께 쓰여))다른 사람에게 베풀거나 내다."
"쓰다" "어떤 일에 마음이나 관심을 기울이다."
"쓰다" "합당치 못한 일을 강하게 요구하다."
"쓰다" "【…을 …으로】어떤 일을 하는 데 시간이나 돈을 들이다."
"쓰다" "【-려고】((‘-려고’ 대신에 ‘-기 위하여’가 쓰이기도 한다))힘이나 노력 따위를 들이다."
"쓰다" "몸의 일부분을 제대로 놀리거나 움직이다."
"쓰다" "【…을 …으로】어떤 건물이나 장소를 일정 기간 사용하거나 임시로 다른 일을 하는 곳으로 이용하다."
"쓰다" "【…에/에게 …을】【…을 …으로】어떤 말이나 언어를 사용하다."
"쓰다" "((‘-아서/-면 쓰-’ 구성으로 쓰여))((주로 반어적인 표현에 쓰여))"
"쓰다" "도리에 맞는 바른 상태가 되다."
