"word" "definition"
"지드" "프랑스의 소설가ㆍ비평가(1869~1951). 갈등을 겪는 영혼의 불안을 대담한 기법으로 세밀하게 묘사하여 심리 소설을 개척하였고, ≪엔에르에프지(NRF誌)≫를 창간하여 젊은 지성을 길렀으며, 1947년에 노벨 문학상을 받았다. 작품에 , ,  따위가 있다."
