"word" "definition"
"농암-집" "조선 중종 때의 문인 농암 이현보의 시문집. 현종 6년(1665)에 그의 외손인 김계광(金啓光)이 간행하였으며, , ,  따위가 수록되어 있다. 5권 2책의 목판본."
