"word" "definition"
"직학" "고려 시대에 둔, 국자감ㆍ국학ㆍ성균관의 종구품 벼슬."
"직학" "조선 전기에 둔, 성균관의 정구품 벼슬. 세조 12년(1466)에 없앴다."
