"word" "definition"
"박-종화" "시인ㆍ소설가ㆍ문학 평론가(1901~1981). 호는 월탄(月灘). 1921년에 최초의 시 동인지 ≪장미촌≫에 , 의 두 편을 발표하여 등단하였다. 시집에 ≪흑방 비곡(黑房祕曲)≫, 단편 소설에 , 장편 소설에 , , , ,  따위가 있다."
