"word" "definition"
"고골" "제정 러시아의 작가(1809~1852). 러시아의 비판적 리얼리즘 문학의 창시자로서, 주로 하급 관리의 비참한 생활이나 몰락한 지주 계급의 생활을 사실적으로 그렸다. 작품에 희곡 , 소설 , , ,  따위가 있다."
