"word" "definition"
"김-환기" "서양화가(1913~1974). 호는 수화(樹話). 프랑스 파리에서 유학하고, 신사실파를 조직하여 모더니즘 운동을 전개하였다. 서울 대학교 교수를 거쳐 홍익 대학교 학장, 미술 협회 이사장을 지냈다. 작품에 , ,  따위가 있다."
