"word" "definition"
"자연-수" "1부터 시작하여 하나씩 더하여 얻는 수를 통틀어 이르는 말. 1, 2, 3 따위이다. 사물의 크고 작은 정도를 나타내는 목적에 사용된 경우에는 기수, 순서를 나타내는 목적에 사용된 경우에는 서수라고 한다."
