"word" "definition"
"밤-버섯" "송이과의 버섯. 높이는 5~10cm 정도이며, 갓의 지름은 4~15cm이다. 갓은 타원형 또는 원뿔형이나 나중에 거의 편평하게 되며 표면은 다갈색이다. 갓 밑 주름의 빛깔은 흰색이지만 홀씨가 익는 정도에 따라 갈색이 된다. 줄기는 속이 비었으며, 위쪽은 누런 갈색이고 아래쪽은 어두운 갈색이다. 초여름에 밤나무, 졸참나무 따위 활엽 교목의 썩은 밑동에 나는데 한국, 일본 등지에 분포한다. (Calocybe gambosa) "
