"word" "definition"
"를" "((받침 없는 체언 뒤에 붙어))"
"를" "동작이 미친 직접적 대상을 나타내는 격 조사."
"를" "행동의 간접적인 목적물이나 대상임을 나타내는 격 조사."
"를" "어떤 재료나 수단이 되는 사물임을 나타내는 격 조사."
"를" "‘가다’, ‘걷다’, ‘뛰다’ 따위의 이동을 표시하는 동사와 어울려서 동작이 이루어지는 장소를 나타내는 격 조사."
"를" "‘가다’, ‘오다’, ‘떠나다’ 따위의 동사들과 어울려 일정한 목적을 가지고 이동하고자 하는 곳을 나타내는 격 조사. ‘에’보다 강조하는 뜻이 있다."
"를" "‘가다’, ‘오다’ 따위와 함께 쓰여, 그 행동의 목적이 되는 일을 나타내는 격 조사."
"를" "행동의 출발점을 나타내는 격 조사."
"를" "어떤 행동이 비롯되는 곳. 또는 그 일을 나타내는 격 조사."
"를" "동작 대상의 수량이나 동작의 순서를 나타내는 격 조사."
"를" "((조사 ‘에, 으로’, 연결 어미 ‘-아, -게, -지, -고’, 받침 없는 일부 부사 뒤에 붙어))"
"를" "강조하는 뜻을 나타내는 보조사."
