"word" "definition"
"회-돌이" "강물, 냇물 따위의 굽이도는 곳."
"회-돌이" "『운동』바둑에서, 옥집이 되는 끊는 점에 사석을 두어서 상대편의 돌을 포도송이처럼 똘똘 뭉치게 하여 연단수로 돌려 치는 공격 기법. 또는 그 모양. "
