"word" "definition"
"금-등자" "조선 시대에, 붉게 칠한 장대 끝에 도금한 등자를 거꾸로 붙인 의장(儀仗). 모두 나무로 만들었는데 대와 맞닿는 등자 부분만은 쇠로 만들기도 하였다. ≒금등02(金鐙). "
