"word" "definition"
"평균값의^정리" "어떤 함수가 폐구간 [a, b]에서 연속이고 개구간 (a, b)에서 미분이 가능하면, , a＜c＜b를 만족하는 평균값 c가 적어도 하나는 있다는 정리. 또는 같은 조건에서 적분이 가능하면, , a＜c＜b를 만족하는 평균값 c가 존재한다는 정리. ≒고른값 정리ㆍ평균치 정리."
