"word" "definition"
"십-재자" "중국 명나라 때에, 뛰어난 재능을 보인 열 사람의 시인. 홍무(洪武)ㆍ영락(永樂) 연간에는 임홍(林鴻), 정정(鄭定), 왕포(王襃), 당태(唐泰), 고병(高棅), 왕공(王恭), 진양(陳亮), 왕칭(王偁), 주원(周元), 황원(黃元)을 이르고 홍치(弘治)ㆍ정덕(正德) 연간에는 이몽양(李夢陽), 하경명(何景明), 서정경(徐禎卿), 변공(邊貢), 주응등(朱應登), 고린(顧璘), 진기(陳沂), 정선부(鄭善夫), 강해(康海), 왕구사(王九思)를 이른다."
