"word" "definition"
"이십삼-부" "조선 고종 32년(1895)의 을미개혁 때에 종래의 8도를 폐하고 확정한 지방 행정 구역. 전국을 한성(漢城), 개성, 수원, 충주, 공주, 홍주(洪州), 전주, 나주, 남원, 대구, 안동, 진주, 동래, 춘천, 강릉, 해주, 평양, 의주, 강계, 함흥, 경성, 갑산, 제주의 23관찰부로 나누고 그 밑에 331군(郡)을 두었으나 그 이듬해에 다시 13도로 고쳤다."
