"word" "definition"
"올리다" "‘오르다[3]「1」’의 사동사."
"올리다" "‘오르다[3]「3」’의 사동사."
"올리다" "‘오르다[3]「8」’의 사동사."
"올리다" "위쪽으로 높게 하거나 세우다."
"올리다" "의식이나 예식을 거행하다."
"올리다" "큰 소리를 내거나 지르다."
"올리다" "뺨 따위를 때리다."
"올리다" "((주로 ‘버리다’와 함께 쓰여))(속되게) 재산이나 밑천 따위를 헛되이 써 없애거나 잃다."
"올리다" "궁중에서, ‘먹다’를 이르던 말."
"올리다" "‘오르다[2]「3」’의 사동사."
"올리다" "‘오르다[2]「7」’사동사."
"올리다" "‘오르다[2]「8」’의 사동사."
"올리다" "‘오르다[2]「9」’의 사동사."
"올리다" "‘오르다[3]「4」’의 사동사."
"올리다" "【…을 …으로】낮은 곳에 있는 것을 높은 곳으로 옮기다."
"올리다" "물건의 거죽에 칠 따위를 입히다."
"올리다" "기와나 이엉 따위를 지붕에 이다."
"올리다" "『컴퓨터』컴퓨터 통신망이나 인터넷 신문에 파일이나 글, 기사 따위를 게시하다."
"올리다" "서류 따위를 윗사람이나 상급 기관에 제출하다."
"올리다" "윗사람에게 공손하게 말, 인사, 절 따위를 하거나 물건 따위를 건네다."
