"word" "definition"
"빠지다" "박힌 물건이 제자리에서 나오다."
"빠지다" "어느 정도 이익이 남다."
"빠지다" "원래 있어야 할 것에서 모자라다."
"빠지다" "속에 있는 액체나 기체 또는 냄새 따위가 밖으로 새어 나가거나 흘러 나가다."
"빠지다" "때, 빛깔 따위가 씻기거나 없어지다."
"빠지다" "차례를 거르거나 일정하게 들어 있어야 할 곳에 들어 있지 아니하다."
"빠지다" "정신이나 기운이 줄거나 없어지다."
"빠지다" "【…을】어떤 일이나 모임에 참여하지 아니하다."
"빠지다" "그릇이나 신발 따위의 밑바닥이 떨어져 나가다."
"빠지다" "살이 여위다."
"빠지다" "일정한 곳에서 다른 데로 벗어나다."
"빠지다" "((‘-게’ 대신에 ‘잘, 제대로’ 따위의 부사어가 쓰이기도 한다))"
"빠지다" "생김새가 미끈하게 균형이 잡히다."
"빠지다" "((‘…에/에게’ 대신에 ‘…에 비하여’가 쓰이기도 한다))"
"빠지다" "남이나 다른 것에 비해 뒤떨어지거나 모자라다."
