"word" "definition"
"천호" "고려 시대에, 순군만호부에 속한 벼슬."
"천호" "조선 시대에, 조운선(漕運船) 20척 또는 30척을 거느리던 조졸(漕卒)의 우두머리. 해운판관의 추천으로 호조에서 임명하였다."
