"word" "definition"
"사막^식물" "사막 따위의 건조한 지대에서 자라는 식물을 통틀어 이르는 말. 건조한 날씨에 잘 견디는 식물로, 초본 또는 목본이 단독으로 자라거나 작은 집단을 이루어 자란다. 뿌리가 깊어 흡수력이 강한 것, 저수 조직을 가지는 것, 지상부(地上部)로부터 이슬을 흡수할 수 있는 것, 비교적 비가 많은 짧은 기간에만 생활하고 건조기에는 휴면하는 것 따위가 있다. 등대풀, 마황, 콩, 벼, 선인장, 야자 따위이다."
