"word" "definition"
"삼국-지" "중국 진(晉)나라 때에, 진수가 지은 위ㆍ오ㆍ촉 삼국의 정사. 중국 이십오사의 하나로, 위지(魏志)에 기록된 부여전(夫餘傳), 고구려전(高句麗傳), 옥저(沃沮), 읍루(挹婁), 예(濊), 삼한전(三韓傳)은 우리나라의 상대사(上代史) 연구에 귀중한 자료이다. 기전체로, 위지 30권, 촉지 15권, 오지 20권으로 모두 65권으로 되어 있다."
