"word" "definition"
"현-진건" "소설가(1900~1943). 호는 빙허(憑虛). 사실주의 문학의 대표 작가로 단편 소설을 개척하는 데 힘썼다. 작품에 , , ＜B 사감과 러브레터＞ 따위가 있다."
