"word" "definition"
"잡부" "=잡역부01(雜役夫). ‘막일꾼’, ‘잡일꾼’으로 순화."
"잡부" "『광업』광산에서 일하는 광부 외의 인부. 질통꾼, 파석꾼 따위가 있다. "
